,1,2,6,8,12,13,16,18,21,28,29,44,46,48,58,59,63,67,69,107,118,122,133,140,157,162,163,186,201,209,210,215,218,221,243,255,278,316,320,326,334,335,336,341,346,347,351,352,353,356,359,362,375,402,413,421,422,423,425,429,436,441,473,481,488,506,510,524,536,540,552,554,564,565,570,610,615,631,632,655,661,663,673,675,676,677,678,679,680,681,682,683,684,685,686,687,716,727,728,742,765,766,772,773,775,776,785,820,826,832,847,883,902,906,907,923,970,1017,1018,1024,1025,1028,1031,1035,1040,1045,1046,1048,1050,1053,1061,1062
1,0,0.36576621,2.94638159,2.32362857,0.366334838,0.447149796,0.640871656,0.961477924,1.480891216,1.154988225,0.545457605,0.716671007,1.047164648,1.085153991,1.9122281,1.82923858,1.31314506,0.594249727,1.528866424,0.686334063,3.709932007,1.98561414,0.849059318,0.850134836,1.627337281,2.586018353,1.86145975,0.528373886,0.883020842,0.921520887,0.106083452,3.118385502,0.373667324,0.611489888,0.530634437,1.724928167,0.201031797,0.22227438,1.142184846,2.27422729,1.789595262,0.45165397,3.187979897,2.492240902,1.948502467,0.802761919,2.017674935,3.350173776,1.725735201,0.823353445,2.042165684,1.754777874,3.036253968,1.625332871,0.443217657,1.427392066,1.732826836,2.472672527,4.228144816,2.061266657,1.949405365,0.840844961,2.210285768,0.809533347,3.174316305,2.494769597,0.767638942,1.532888806,0.133900549,1.410051958,0.460377941,1.289041042,4.493306179,1.303699091,0.571521952,3.694558992,1.816382247,1.814530842,0.180672449,2.294828447,2.02722167,1.382633305,4.265570854,4.244310669,4.293075165,2.32810512,3.720042525,5.292096432,1.728617222,0.805444863,0.848412527,1.632047145,1.034339307,3.136556628,0.926813511,4.37154347,1.214002481,0.843391906,1.045975494,1.537296566,3.265002266,2.583489837,3.155490021,3.632477006,2.13555492,1.985178845,0.994131075,3.628344354,1.476934908,0.694458888,0.777988356,2.723230726,2.976159097,2.282806514,1.445633103,0.383274269,0.661838139,0.831085711,0.445365866,0.412014662,0.717085259,1.852111223,1.44657965,1.101862284,1.393268702,1.568190073,0.947620374,1.507523488,2.076644317,2.237236809,1.373067295,0.714926686
2,0.36576621,0,2.936308432,2.185299677,0.197206507,0.375925994,0.632873619,0.635263539,1.570077568,1.071642834,0.757462559,0.369801291,0.747636354,1.158605081,1.806934005,1.776416311,1.106821834,0.228563432,1.476972541,0.522265231,3.694420857,1.836406186,1.141675416,0.718484622,1.67821999,2.413598738,1.7885448,0.182195248,0.522621473,0.709262797,0.371655679,3.081828548,0.373743379,0.807361952,0.345497654,1.641518771,0.41132251,0.461535372,0.828446308,2.288185721,1.599317063,0.279092509,3.20992594,2.294431349,1.836924108,1.058719552,2.223493556,3.37911126,1.821270481,1.079827614,2.248565013,1.951211528,3.174408262,1.320680274,0.38755687,1.449196153,1.65238678,2.524354936,4.263662784,2.065970672,1.82401606,0.598800628,2.382118268,0.879491925,3.143078931,2.371043876,0.406405851,1.743520644,0.259713585,1.44810413,0.288973511,0.92418375,4.580636015,1.408535328,0.209730419,3.791758898,1.604411607,1.680755563,0.22695143,2.144572043,1.970651365,1.3968829,4.300822137,4.27742822,4.347007049,2.431237977,3.842837162,5.361342013,1.632687682,0.836079795,0.74756424,1.657154171,0.72059023,2.975594116,0.567019872,4.459923856,1.247875424,0.924282082,0.825992694,1.371758936,3.24305231,2.500610346,3.123818,3.643918875,2.007061842,1.850777203,0.668758756,3.678197567,1.663575313,0.482803871,0.414586959,2.600132795,3.111668247,2.193656587,1.468016357,0.290011304,0.661052028,0.47605167,0.273156159,0.189568429,0.82445812,1.668831242,1.467934463,1.407491757,1.311171985,1.677281,0.919722857,1.538697068,2.281257968,2.416108706,1.437321171,0.821934984
6,2.94638159,2.936308432,0,5.073700047,2.744919069,2.572928242,2.325604327,3.346083745,1.534165363,1.873215436,2.468004107,3.127115829,2.51673457,1.875396742,4.72864543,4.712680685,3.968025098,2.960726916,4.413182526,2.427226513,0.763580774,4.723251055,2.506075722,2.232061824,1.344334001,5.249261122,4.722386218,2.847661555,3.111053427,2.320783434,2.840298153,0.27073517,2.609902368,3.543523801,3.280866578,1.340037216,2.74568308,2.73307023,2.55384037,0.683322174,4.445866838,3.214733937,0.372454546,5.088570556,4.754585307,2.397220914,1.742206071,0.540774108,1.346602956,2.388942352,1.742635481,1.749269379,1.255569264,3.914850486,2.565984312,1.519633704,1.325432135,0.638093353,1.378653842,0.88576447,1.300073123,3.479038122,1.47657197,2.139082533,0.280388831,5.270043577,2.890347854,1.902872711,3.006493639,1.542103301,2.647349161,3.180404283,1.873345074,1.712847135,3.000866463,1.26716414,1.796318779,1.430319522,3.025664241,5.020642132,4.906449483,4.313284839,1.413865497,1.385895829,1.515344325,0.999339096,1.487388017,2.538436899,1.370420956,2.142463749,2.192311188,1.318331342,2.582304826,5.81293086,2.879394625,1.769571635,1.733496659,3.787941187,2.253310994,1.745990712,0.328972941,0.67917293,0.267909868,0.723983111,1.193232074,1.316074299,3.37003673,0.893143384,1.821253319,2.491791432,2.915316844,5.495766537,1.213923248,0.9001858,1.501620975,3.207836335,3.57108569,2.838133189,2.663188942,2.746863796,2.239943882,4.521349419,1.500490851,2.519900638,1.644055062,1.505561193,2.021645918,1.443429541,1.725572949,1.521868193,1.596979802,2.24180129
8,2.32362857,2.185299677,5.073700047,0,2.382350274,2.561033185,2.817756042,1.734348033,3.754248545,3.205887496,2.867014871,1.947314033,2.587056872,3.34301281,0.442136707,0.666370296,1.105677153,2.118903119,0.879205975,2.659277128,5.816220453,0.351060316,3.135730041,2.849376111,3.861638764,0.346690672,0.573927389,2.238843544,1.970834284,2.753543822,2.414647622,5.187826693,2.552668501,1.942394618,1.847867171,3.738817896,2.502266324,2.538134267,2.577859251,4.4526323,0.642123556,1.925414131,5.37066775,0.447695317,0.396983547,3.118647558,4.339187983,5.543358047,4.005269699,3.138507479,4.363464656,4.078219059,5.34880825,1.325239619,2.572855576,3.627685925,3.752518026,4.704082007,6.427749246,4.227888278,3.849686171,1.602968319,4.532789159,3.062202205,5.254447738,0.205023918,2.184797601,3.855004417,2.212371934,3.630583923,2.463869224,2.018944126,6.765205004,3.588991514,2.082262987,5.977045712,3.46881783,3.703928298,2.176072225,0.086668572,0.555188115,1.147668627,6.464572498,6.439798235,6.52153451,4.615246231,6.024104342,7.540712508,3.715228684,3.021369355,2.896702442,3.834241261,2.523241134,0.822711345,2.213619553,6.644671512,3.43115788,1.621188214,2.828385257,3.372491773,5.363604006,4.558059019,5.235005967,5.793142405,4.013805452,3.858649618,1.713361218,5.852737687,3.8001602,2.587611776,2.160301654,0.4225605,5.287217819,4.254711443,3.646447348,1.962818652,1.676623094,2.241670657,2.450207746,2.366445789,2.996851582,0.565648929,3.646053675,3.353019025,3.429993025,3.858080001,3.09338076,3.718844939,4.398269652,4.560616594,3.622594077,2.99439201
12,0.366334838,0.197206507,2.744919069,2.382350274,0,0.178729294,0.435667124,0.794812163,1.373808644,0.887854241,0.600001405,0.52181085,0.681352501,0.962361291,2.003658384,1.96909048,1.300740555,0.343639687,1.668787064,0.35390672,3.504368058,2.03328185,1.008049509,0.54321144,1.481064806,2.608613363,1.983230293,0.225468755,0.64004485,0.571390085,0.315234621,2.894722448,0.188272194,0.922807456,0.541152336,1.46127321,0.306512434,0.355082404,0.778257995,2.093456647,1.793618706,0.470843335,3.015170541,2.486610469,2.033875639,0.907864593,2.043081009,3.183857027,1.625013078,0.928656545,2.068221464,1.769442472,2.980278618,1.483364859,0.190737732,1.252785153,1.471465411,2.327484141,4.068198228,1.871846361,1.656551412,0.791664885,2.193760575,0.684506938,2.955107235,2.568249338,0.461000993,1.566639707,0.325478712,1.251070796,0.108701751,1.009510256,4.383440004,1.213829213,0.351529953,3.594770813,1.473510411,1.515559382,0.319952839,2.341245273,2.164070226,1.577508839,4.105386443,4.082147613,4.150464817,2.234878765,3.647066506,5.164351,1.4556268,0.639038055,0.563764034,1.460863787,0.67111448,3.171210096,0.607375091,4.262737816,1.050772563,1.083490421,0.69451911,1.2171655,3.053656323,2.322619811,2.935902047,3.450401538,1.841247099,1.686469537,0.827968982,3.481722092,1.480880663,0.339301609,0.478914718,2.797333763,2.917312768,2.016623425,1.271604773,0.465483496,0.835717708,0.505623228,0.091416235,0.052643998,0.635216093,1.863715788,1.271577204,1.277183289,1.12891598,1.482226137,0.725264441,1.341972792,2.100343792,2.229008006,1.240244156,0.632682612
13,0.447149796,0.375925994,2.572928242,2.561033185,0.178729294,0,0.256967747,0.952802426,1.195907733,0.728658314,0.481038396,0.680975431,0.670103635,0.78460102,2.181851246,2.143926619,1.477607771,0.496058626,1.843084908,0.244765597,3.333604007,2.211875826,0.904966336,0.404155316,1.302488089,2.785951615,2.159693685,0.367300381,0.776494583,0.485804044,0.360291343,2.727290679,0.087805884,1.046978926,0.718999297,1.303435028,0.302399688,0.335809462,0.77703545,1.917896488,1.970577183,0.647114668,2.839419848,2.661922288,2.212281108,0.786957944,1.88132089,3.007532529,1.447086625,0.806922589,1.906496182,1.606710477,2.804229454,1.638607865,0.018317333,1.075340841,1.312798545,2.149302538,3.89158581,1.697072617,1.512576896,0.968339999,2.023661918,0.508706101,2.786724635,2.746967896,0.569843753,1.409673731,0.454594796,1.072711136,0.119996555,1.113688308,4.204712139,1.037686375,0.51364042,3.416149445,1.370854941,1.374814572,0.463126877,2.519714895,2.339451027,1.743417794,3.928803995,3.905735915,3.972640582,2.056806372,3.469462542,4.985978576,1.301541697,0.460438164,0.409651645,1.28353039,0.67722335,3.348942055,0.694239886,4.084008528,0.872310205,1.236027674,0.6093364,1.090930227,2.883715795,2.165442643,2.767587143,3.27595397,1.698380798,1.545874787,0.985356702,3.303991086,1.317780175,0.277161562,0.592251781,2.976058657,2.741057377,1.860993006,1.094154264,0.634930188,1.00037241,0.592964371,0.125732214,0.200414026,0.468306181,2.041050975,1.094202454,1.173100247,0.970066551,1.305566401,0.551378117,1.164066103,1.937983515,2.060165243,1.061577792,0.465785785
16,0.640871656,0.632873619,2.325604327,2.817756042,0.435667124,0.256967747,0,1.188133846,0.941575479,0.518199615,0.404188824,0.920612835,0.728663599,0.531318865,2.438526675,2.39732921,1.731801174,0.734409609,2.096061397,0.274174889,3.087742919,2.468413432,0.810551074,0.286983331,1.045585917,3.040462699,2.41475641,0.604643185,0.993555834,0.460761026,0.537926053,2.486976453,0.284350871,1.252321923,0.975598879,1.084317534,0.45094962,0.457862188,0.83877312,1.665368159,2.224704685,0.902811701,2.586269576,2.913586868,2.469116584,0.666569729,1.65803545,2.753519503,1.19252793,0.683468608,1.683176329,1.382864369,2.553043224,1.86658929,0.246268059,0.820256368,1.092054368,1.892819914,3.637073464,1.445991492,1.31625913,1.222680916,1.784364681,0.265562004,2.544866412,3.003915089,0.770070698,1.19846915,0.683071469,0.816095325,0.359426339,1.288274475,3.947797723,0.78805879,0.758408146,3.159672991,1.247908694,1.185942617,0.70026931,2.776013144,2.593364945,1.987696163,3.674329754,3.651497764,3.716531566,1.801718212,3.215168478,4.729233,1.089396871,0.204835988,0.247329069,1.028490048,0.757786954,3.603997408,0.865754261,3.827120477,0.615580702,1.468209574,0.562714458,0.934513419,2.639362571,1.942701666,2.525851518,3.024614957,1.502194113,1.355093043,1.21977464,3.04802287,1.095167199,0.360997087,0.795114554,3.232992136,2.489497419,1.642005892,0.839043113,0.886118646,1.245624836,0.771803044,0.371113584,0.453039048,0.262487503,2.295680598,0.839226419,1.064755221,0.75356942,1.054114901,0.308382122,0.908132774,1.713371008,1.823161095,0.805077207,0.260323989
18,0.961477924,0.635263539,3.346083745,1.734348033,0.794812163,0.952802426,1.188133846,0,2.118597718,1.492906005,1.388764791,0.273054091,0.856040154,1.714696256,1.431676299,1.493180111,0.636808066,0.456761925,1.230769953,0.972048429,4.083726538,1.38691061,1.77650202,1.14665059,2.190982418,1.905188788,1.469718191,0.586148974,0.236486498,1.026802774,0.99652685,3.454208594,0.982843214,1.115368011,0.490375876,2.007679603,1.045864833,1.095639081,0.859577635,2.742699658,1.10029337,0.544525882,3.653082457,1.7551641,1.448833401,1.692805961,2.83401621,3.827749753,2.366738756,1.713872831,2.859188423,2.559493286,3.732710291,0.688652987,0.969303364,1.946573949,2.02176183,3.012851499,4.709595495,2.517604233,2.116544368,0.290880581,2.972156399,1.452743918,3.521265348,1.934693106,0.458547275,2.360300336,0.829581511,1.960212707,0.835391598,0.47847138,5.081385955,1.974195532,0.44329014,4.308256184,1.759693193,1.970479653,0.783052123,1.677320113,1.664589916,1.279811187,4.746092929,4.720395943,4.813400072,2.969583097,4.382827923,5.838077386,1.98233744,1.38903,1.203329028,2.146862167,0.793660687,2.470263978,0.482369796,4.962552462,1.76833669,1.032194172,1.095068989,1.639128405,3.631485799,2.824294573,3.501826491,4.068031193,2.283271332,2.127186897,0.033499864,4.146602968,2.270566775,0.889108064,0.432790645,2.156832193,3.668388234,2.520479508,1.964859953,0.631067535,0.765325495,0.508347142,0.827343806,0.756777687,1.421086495,1.176130528,1.963823509,2.041334957,1.706728347,2.237077758,1.41753884,2.039905316,2.890756841,3.010177952,1.971919206,1.418568196
21,1.480891216,1.570077568,1.534165363,3.754248545,1.373808644,1.195907733,0.941575479,2.118597718,0,0.742303939,0.959267695,1.856708375,1.468146177,0.411475501,3.365598223,3.30455755,2.673172074,1.671378228,3.003001611,1.150483555,2.287557577,3.406096056,0.978522706,1.000702608,0.212378122,3.981730772,3.330432978,1.542613027,1.908937099,1.178711268,1.377489942,1.748824431,1.201856117,2.047665743,1.906856026,0.772641061,1.282905989,1.259033089,1.557037166,0.85245796,3.166124703,1.830475632,1.728596779,3.854781315,3.398137612,0.863300766,0.866975351,1.883339883,0.251205085,0.855538879,0.88933348,0.629181445,1.614259839,2.782788622,1.183095537,0.289693231,0.763989449,0.998220083,2.753441139,0.680712724,1.060679826,2.163941172,0.896676674,0.692278649,1.791954668,3.937477794,1.677358737,0.587807983,1.56687084,0.230989899,1.300747559,2.137087754,3.018407308,0.182188239,1.698241644,2.224440772,1.365699414,1.02204702,1.59600475,3.714556056,3.502243838,2.863091979,2.790898315,2.770721686,2.812733808,0.861172474,2.273683407,3.812046414,0.825307312,0.736745611,0.933764933,0.305436904,1.523446498,4.544849712,1.736710407,2.897044129,0.36394503,2.318795826,1.189472117,1.046208778,1.862728133,1.378456226,1.774684839,2.178400458,1.193091483,1.119615416,2.149089898,2.149564187,0.447832174,1.238083859,1.703591873,4.166801805,1.550137784,1.150833359,0.284023369,1.801212219,2.137296978,1.658188381,1.312677672,1.39437004,0.766965228,3.236860412,0.288016399,1.037645807,0.694899074,0.132221195,0.710899643,0.245088938,0.909333732,0.945474566,0.158431951,0.769279858
