Date,Time,eNodeB,Total Traffic,Predicted Traffic
0,0,1,10.1774,9.288642072
0,1,1,10.2371,11.62516253
0,2,1,10.9632,11.63912436
0,3,1,12.5036,12.36293287
0,4,1,10.8696,12.9436434
0,5,1,10.8937,8.577760575
